timeframe,entry_mode,stop_loss_points,min_distance_from_ema_low,take_profit_mode,fixed_rr,trades,wins,losses,win_rate_pct,net_points,avg_points,profit_factor,max_drawdown_points,avg_bars_held,take_profit_exits,stop_loss_exits
1d,next_open,1000.0,600.0,ema_low,,56,22,34,39.29,11155.5,199.21,1.328,-7096.63,0.46,21,34
1d,next_open,1000.0,50.0,ema_low,,57,22,35,38.6,10155.5,178.17,1.29,-7096.63,0.46,21,35
1d,next_open,1000.0,100.0,ema_low,,57,22,35,38.6,10155.5,178.17,1.29,-7096.63,0.46,21,35
1d,next_open,1000.0,150.0,ema_low,,57,22,35,38.6,10155.5,178.17,1.29,-7096.63,0.46,21,35
1d,next_open,1000.0,200.0,ema_low,,57,22,35,38.6,10155.5,178.17,1.29,-7096.63,0.46,21,35
1d,next_open,1000.0,300.0,ema_low,,57,22,35,38.6,10155.5,178.17,1.29,-7096.63,0.46,21,35
1d,next_open,1000.0,400.0,ema_low,,57,22,35,38.6,10155.5,178.17,1.29,-7096.63,0.46,21,35
1d,signal_close,1000.0,600.0,ema_low,,56,21,35,37.5,6580.05,117.5,1.188,-9226.82,1.45,20,35
1d,signal_close,1000.0,50.0,ema_low,,57,21,36,36.84,5580.05,97.9,1.155,-9226.82,1.44,20,36
1d,signal_close,1000.0,100.0,ema_low,,57,21,36,36.84,5580.05,97.9,1.155,-9226.82,1.44,20,36
1d,signal_close,1000.0,150.0,ema_low,,57,21,36,36.84,5580.05,97.9,1.155,-9226.82,1.44,20,36
1d,signal_close,1000.0,200.0,ema_low,,57,21,36,36.84,5580.05,97.9,1.155,-9226.82,1.44,20,36
1d,signal_close,1000.0,300.0,ema_low,,57,21,36,36.84,5580.05,97.9,1.155,-9226.82,1.44,20,36
1d,signal_close,1000.0,400.0,ema_low,,57,21,36,36.84,5580.05,97.9,1.155,-9226.82,1.44,20,36
1d,next_open,1000.0,600.0,fixed_rr,1.5,56,24,32,42.86,4000.0,71.43,1.125,-6000.0,0.32,24,32
1d,next_open,1000.0,50.0,fixed_rr,1.5,57,24,33,42.11,3000.0,52.63,1.091,-6000.0,0.32,24,33
1d,next_open,1000.0,100.0,fixed_rr,1.5,57,24,33,42.11,3000.0,52.63,1.091,-6000.0,0.32,24,33
1d,next_open,1000.0,150.0,fixed_rr,1.5,57,24,33,42.11,3000.0,52.63,1.091,-6000.0,0.32,24,33
1d,next_open,1000.0,200.0,fixed_rr,1.5,57,24,33,42.11,3000.0,52.63,1.091,-6000.0,0.32,24,33
1d,next_open,1000.0,300.0,fixed_rr,1.5,57,24,33,42.11,3000.0,52.63,1.091,-6000.0,0.32,24,33
1d,next_open,1000.0,400.0,fixed_rr,1.5,57,24,33,42.11,3000.0,52.63,1.091,-6000.0,0.32,24,33
1d,next_open,1000.0,600.0,fixed_rr,2.0,56,20,36,35.71,2220.5,39.65,1.062,-5000.0,0.59,19,36
1d,signal_close,1000.0,600.0,fixed_rr,1.5,56,23,33,41.07,1500.0,26.79,1.045,-8500.0,1.32,23,33
1d,next_open,1000.0,50.0,fixed_rr,2.0,57,20,37,35.09,1220.5,21.41,1.033,-5000.0,0.58,19,37
1d,next_open,1000.0,100.0,fixed_rr,2.0,57,20,37,35.09,1220.5,21.41,1.033,-5000.0,0.58,19,37
1d,next_open,1000.0,150.0,fixed_rr,2.0,57,20,37,35.09,1220.5,21.41,1.033,-5000.0,0.58,19,37
1d,next_open,1000.0,200.0,fixed_rr,2.0,57,20,37,35.09,1220.5,21.41,1.033,-5000.0,0.58,19,37
1d,next_open,1000.0,300.0,fixed_rr,2.0,57,20,37,35.09,1220.5,21.41,1.033,-5000.0,0.58,19,37
1d,next_open,1000.0,400.0,fixed_rr,2.0,57,20,37,35.09,1220.5,21.41,1.033,-5000.0,0.58,19,37
1d,signal_close,1000.0,50.0,fixed_rr,1.5,57,23,34,40.35,500.0,8.77,1.015,-8500.0,1.32,23,34
1d,signal_close,1000.0,100.0,fixed_rr,1.5,57,23,34,40.35,500.0,8.77,1.015,-8500.0,1.32,23,34
1d,signal_close,1000.0,150.0,fixed_rr,1.5,57,23,34,40.35,500.0,8.77,1.015,-8500.0,1.32,23,34
1d,signal_close,1000.0,200.0,fixed_rr,1.5,57,23,34,40.35,500.0,8.77,1.015,-8500.0,1.32,23,34
1d,signal_close,1000.0,300.0,fixed_rr,1.5,57,23,34,40.35,500.0,8.77,1.015,-8500.0,1.32,23,34
1d,signal_close,1000.0,400.0,fixed_rr,1.5,57,23,34,40.35,500.0,8.77,1.015,-8500.0,1.32,23,34
1d,signal_close,1000.0,600.0,fixed_rr,2.0,56,19,37,33.93,-788.5,-14.08,0.979,-8000.0,1.59,18,37
1d,next_open,800.0,600.0,ema_low,,56,16,40,28.57,-1153.69,-20.6,0.964,-13185.6,0.39,15,40
1d,signal_close,800.0,600.0,fixed_rr,2.0,56,18,38,32.14,-1600.0,-28.57,0.947,-11200.0,1.3,18,38
1d,next_open,800.0,600.0,fixed_rr,2.0,56,18,38,32.14,-1600.0,-28.57,0.947,-11200.0,0.3,18,38
1d,signal_close,800.0,600.0,ema_low,,56,16,40,28.57,-1671.19,-29.84,0.948,-13196.1,1.39,15,40
1d,signal_close,1000.0,50.0,fixed_rr,2.0,57,19,38,33.33,-1788.5,-31.38,0.953,-8000.0,1.58,18,38
1d,signal_close,1000.0,100.0,fixed_rr,2.0,57,19,38,33.33,-1788.5,-31.38,0.953,-8000.0,1.58,18,38
