timeframe,entry_mode,stop_loss_points,min_distance_from_ema_low,take_profit_mode,fixed_rr,trades,wins,losses,win_rate_pct,net_points,avg_points,profit_factor,max_drawdown_points,avg_bars_held,take_profit_exits,stop_loss_exits
2h,signal_close,600.0,300.0,fixed_rr,3.0,470,103,367,21.91,-34800.0,-74.04,0.842,-47400.0,5.75,103,367
2h,signal_close,600.0,150.0,fixed_rr,1.5,568,204,364,35.92,-34800.0,-61.27,0.841,-38700.0,4.03,204,364
2h,signal_close,600.0,100.0,fixed_rr,1.0,588,265,323,45.07,-34800.0,-59.18,0.82,-42600.0,3.24,265,323
2h,signal_close,200.0,200.0,fixed_rr,1.5,604,172,432,28.48,-34800.0,-57.62,0.597,-37100.0,1.22,172,432
2h,next_open,200.0,100.0,fixed_rr,1.5,647,189,458,29.21,-34900.0,-53.94,0.619,-37000.0,0.25,189,458
2h,signal_close,300.0,100.0,fixed_rr,1.5,639,209,430,32.71,-34950.0,-54.69,0.729,-36150.0,1.79,209,430
2h,next_open,600.0,150.0,fixed_rr,1.5,569,204,365,35.85,-35400.0,-62.21,0.838,-39300.0,3.05,204,365
2h,signal_close,600.0,50.0,fixed_rr,1.0,591,266,325,45.01,-35400.0,-59.9,0.818,-43200.0,3.27,266,325
2h,next_open,600.0,200.0,fixed_rr,1.0,553,247,306,44.67,-35400.0,-64.01,0.807,-42000.0,2.06,247,306
2h,signal_close,300.0,50.0,fixed_rr,1.5,643,210,433,32.66,-35400.0,-55.05,0.727,-36750.0,1.81,210,433
2h,next_open,200.0,50.0,fixed_rr,1.5,652,190,462,29.14,-35400.0,-54.29,0.617,-37800.0,0.26,190,462
2h,signal_close,200.0,100.0,fixed_rr,1.5,647,188,459,29.06,-35400.0,-54.71,0.614,-37500.0,1.24,188,459
2h,signal_close,200.0,50.0,fixed_rr,1.5,652,189,463,28.99,-35900.0,-55.06,0.612,-38300.0,1.25,189,463
2h,signal_close,600.0,50.0,fixed_rr,1.5,580,208,372,35.86,-36000.0,-62.07,0.839,-39600.0,4.09,208,372
2h,signal_close,600.0,150.0,fixed_rr,1.0,578,259,319,44.81,-36000.0,-62.28,0.812,-43200.0,3.21,259,319
2h,signal_close,600.0,300.0,fixed_rr,1.5,490,172,318,35.1,-36000.0,-73.47,0.811,-38400.0,3.63,172,318
2h,next_open,600.0,300.0,fixed_rr,1.5,490,172,318,35.1,-36000.0,-73.47,0.811,-38400.0,2.64,172,318
2h,signal_close,600.0,300.0,fixed_rr,1.0,494,217,277,43.93,-36000.0,-72.87,0.783,-40800.0,2.85,217,277
2h,next_open,200.0,400.0,fixed_rr,1.0,428,124,304,28.97,-36000.0,-84.11,0.408,-36600.0,0.06,124,304
2h,signal_close,200.0,300.0,fixed_rr,1.5,531,140,391,26.37,-36200.0,-68.17,0.537,-37600.0,1.17,140,391
2h,signal_close,600.0,100.0,fixed_rr,1.5,578,207,371,35.81,-36300.0,-62.8,0.837,-39900.0,4.07,207,371
2h,next_open,800.0,200.0,fixed_rr,1.0,518,236,282,45.56,-36447.5,-70.36,0.838,-38400.0,3.32,236,281
2h,next_open,600.0,50.0,fixed_rr,1.5,581,208,373,35.8,-36600.0,-62.99,0.836,-40200.0,3.11,208,373
2h,signal_close,300.0,400.0,fixed_rr,1.0,428,153,275,35.75,-36600.0,-85.51,0.556,-37200.0,1.28,153,275
2h,signal_close,200.0,400.0,fixed_rr,1.0,428,122,306,28.5,-36800.0,-85.98,0.399,-37200.0,1.06,122,306
2h,next_open,600.0,100.0,fixed_rr,1.5,579,207,372,35.75,-36900.0,-63.73,0.835,-40500.0,3.08,207,372
2h,signal_close,600.0,200.0,fixed_rr,1.0,552,245,307,44.38,-37200.0,-67.39,0.798,-43800.0,3.05,245,307
2h,signal_close,800.0,200.0,fixed_rr,1.0,519,236,283,45.47,-37247.5,-71.77,0.835,-39200.0,4.29,236,282
2h,next_open,300.0,200.0,fixed_rr,1.0,601,238,363,39.6,-37500.0,-62.4,0.656,-38700.0,0.42,238,363
2h,next_open,800.0,150.0,fixed_rr,3.0,481,109,372,22.66,-37814.0,-78.62,0.873,-52800.0,7.86,108,372
2h,next_open,300.0,150.0,fixed_rr,1.0,629,251,378,39.9,-38100.0,-60.57,0.664,-39000.0,0.45,251,378
2h,next_open,300.0,300.0,fixed_rr,1.0,530,201,329,37.92,-38400.0,-72.45,0.611,-39300.0,0.34,201,329
2h,signal_close,800.0,150.0,fixed_rr,3.0,482,109,373,22.61,-38608.5,-80.1,0.871,-53600.0,8.84,108,373
2h,next_open,800.0,200.0,fixed_rr,3.0,462,104,358,22.51,-38614.0,-83.58,0.865,-47200.0,7.69,103,358
2h,signal_close,800.0,200.0,fixed_rr,3.0,463,104,359,22.46,-39408.5,-85.12,0.863,-48000.0,8.66,103,359
2h,next_open,800.0,50.0,fixed_rr,3.0,491,111,380,22.61,-39414.0,-80.27,0.87,-52000.0,7.88,110,380
2h,signal_close,300.0,200.0,fixed_rr,1.0,601,234,367,38.94,-39900.0,-66.39,0.638,-41100.0,1.43,234,367
2h,next_open,300.0,100.0,fixed_rr,1.0,642,254,388,39.56,-40200.0,-62.62,0.655,-40800.0,0.46,254,388
2h,signal_close,800.0,50.0,fixed_rr,3.0,492,111,381,22.56,-40208.5,-81.72,0.868,-52800.0,8.86,110,381
2h,next_open,800.0,150.0,fixed_rr,1.0,541,245,296,45.29,-40447.5,-74.76,0.829,-43200.0,3.57,245,295
2h,next_open,300.0,50.0,fixed_rr,1.0,646,255,391,39.47,-40800.0,-63.16,0.652,-41700.0,0.47,255,391
2h,signal_close,300.0,150.0,fixed_rr,1.0,630,247,383,39.21,-40800.0,-64.76,0.645,-41700.0,1.46,247,383
2h,signal_close,300.0,300.0,fixed_rr,1.0,530,197,333,37.17,-40800.0,-76.98,0.592,-41700.0,1.35,197,333
2h,signal_close,800.0,150.0,fixed_rr,1.0,542,245,297,45.2,-41247.5,-76.1,0.826,-44000.0,4.55,245,296
2h,next_open,800.0,100.0,fixed_rr,3.0,490,110,380,22.45,-41814.0,-85.33,0.862,-54400.0,7.85,109,380
2h,next_open,800.0,50.0,fixed_rr,1.0,551,249,302,45.19,-42047.5,-76.31,0.826,-44000.0,3.63,249,301
2h,signal_close,300.0,100.0,fixed_rr,1.0,643,251,392,39.04,-42300.0,-65.79,0.64,-42900.0,1.46,251,392
2h,signal_close,800.0,100.0,fixed_rr,3.0,491,110,381,22.4,-42608.5,-86.78,0.86,-55200.0,8.83,109,381
2h,signal_close,800.0,50.0,fixed_rr,1.0,552,249,303,45.11,-42847.5,-77.62,0.823,-44800.0,4.61,249,302
2h,next_open,800.0,100.0,fixed_rr,1.0,550,248,302,45.09,-42847.5,-77.9,0.822,-44800.0,3.6,248,301
2h,signal_close,300.0,50.0,fixed_rr,1.0,647,252,395,38.95,-42900.0,-66.31,0.638,-43800.0,1.47,252,395
2h,next_open,200.0,300.0,fixed_rr,1.0,531,158,373,29.76,-43000.0,-80.98,0.424,-43800.0,0.08,158,373
2h,signal_close,800.0,100.0,fixed_rr,1.0,551,248,303,45.01,-43647.5,-79.22,0.82,-45600.0,4.58,248,302
2h,signal_close,200.0,300.0,fixed_rr,1.0,531,156,375,29.38,-43800.0,-82.49,0.416,-44600.0,1.08,156,375
2h,signal_close,200.0,200.0,fixed_rr,1.0,604,190,414,31.46,-44800.0,-74.17,0.459,-46000.0,1.12,190,414
2h,next_open,200.0,200.0,fixed_rr,1.0,604,190,414,31.46,-44800.0,-74.17,0.459,-46000.0,0.12,190,414
2h,signal_close,200.0,150.0,fixed_rr,1.0,633,204,429,32.23,-45000.0,-71.09,0.476,-46200.0,1.13,204,429
2h,next_open,200.0,150.0,fixed_rr,1.0,633,204,429,32.23,-45000.0,-71.09,0.476,-46200.0,0.14,204,429
2h,signal_close,200.0,100.0,fixed_rr,1.0,647,207,440,31.99,-46600.0,-72.02,0.47,-47600.0,1.14,207,440
2h,next_open,200.0,100.0,fixed_rr,1.0,647,207,440,31.99,-46600.0,-72.02,0.47,-47600.0,0.14,207,440
2h,signal_close,200.0,50.0,fixed_rr,1.0,652,208,444,31.9,-47200.0,-72.39,0.468,-48400.0,1.15,208,444
2h,next_open,200.0,50.0,fixed_rr,1.0,652,208,444,31.9,-47200.0,-72.39,0.468,-48400.0,0.15,208,444
