timeframe,entry_mode,stop_loss_points,min_distance_from_ema_low,take_profit_mode,fixed_rr,trades,wins,losses,win_rate_pct,net_points,avg_points,profit_factor,max_drawdown_points,avg_bars_held,take_profit_exits,stop_loss_exits
2h,signal_close,800.0,600.0,fixed_rr,3.0,240,59,181,24.58,-3200.0,-13.33,0.978,-23200.0,7.92,59,181
2h,next_open,800.0,600.0,fixed_rr,3.0,240,59,181,24.58,-3200.0,-13.33,0.978,-23200.0,6.95,59,181
2h,signal_close,800.0,600.0,fixed_rr,1.5,244,96,148,39.34,-3200.0,-13.11,0.973,-14800.0,4.75,96,148
2h,next_open,800.0,600.0,fixed_rr,1.5,244,96,148,39.34,-3200.0,-13.11,0.973,-14800.0,3.77,96,148
2h,next_open,800.0,100.0,ema_low,,572,340,232,59.44,-3517.08,-6.15,0.98,-12791.21,1.82,350,221
2h,signal_close,600.0,600.0,ema_low,,251,106,145,42.23,-3522.81,-14.04,0.96,-12008.39,2.33,106,145
2h,signal_close,1000.0,400.0,fixed_rr,1.5,367,145,222,39.51,-3947.5,-10.76,0.982,-38500.0,7.85,145,221
2h,next_open,1000.0,400.0,fixed_rr,1.5,367,145,222,39.51,-3947.5,-10.76,0.982,-38500.0,6.88,145,221
2h,next_open,600.0,600.0,ema_low,,251,106,145,42.23,-4028.97,-16.05,0.954,-12036.89,1.34,106,145
2h,next_open,800.0,200.0,ema_low,,535,312,223,58.32,-4077.24,-7.62,0.977,-13227.62,1.81,318,216
2h,next_open,800.0,50.0,ema_low,,577,343,234,59.45,-4164.12,-7.22,0.977,-13591.21,1.81,354,222
2h,signal_close,800.0,100.0,ema_low,,573,340,233,59.34,-4190.46,-7.31,0.977,-13422.1,2.81,350,222
2h,next_open,800.0,300.0,ema_low,,477,270,207,56.6,-4250.57,-8.91,0.974,-12733.15,1.86,276,200
2h,next_open,800.0,150.0,ema_low,,561,331,230,59.0,-4276.22,-7.62,0.976,-12441.11,1.81,339,221
2h,signal_close,800.0,200.0,ema_low,,536,312,224,58.21,-4694.12,-8.76,0.973,-13839.0,2.8,318,217
2h,next_open,400.0,200.0,ema_low,,587,238,349,40.55,-4780.23,-8.14,0.966,-9919.92,0.92,239,348
2h,signal_close,800.0,600.0,fixed_rr,2.0,243,79,164,32.51,-4800.0,-19.75,0.963,-19200.0,5.69,79,164
2h,next_open,800.0,600.0,fixed_rr,2.0,243,79,164,32.51,-4800.0,-19.75,0.963,-19200.0,4.72,79,164
2h,signal_close,800.0,50.0,ema_low,,578,343,235,59.34,-4837.5,-8.37,0.973,-14222.1,2.81,354,223
2h,signal_close,800.0,150.0,ema_low,,562,331,231,58.9,-4901.11,-8.72,0.973,-13063.99,2.8,339,222
2h,signal_close,800.0,300.0,ema_low,,478,270,208,56.49,-4969.95,-10.4,0.969,-13416.53,2.85,276,201
2h,next_open,400.0,150.0,ema_low,,615,255,360,41.46,-5263.57,-8.56,0.963,-9872.33,0.93,256,359
2h,next_open,400.0,100.0,ema_low,,628,264,364,42.04,-5531.02,-8.81,0.962,-10419.63,0.92,265,363
2h,next_open,400.0,400.0,ema_low,,423,150,273,35.46,-5754.46,-13.6,0.947,-10914.3,0.92,150,273
2h,next_open,500.0,200.0,ema_low,,572,264,308,46.15,-5828.91,-10.19,0.962,-12438.64,1.18,265,307
2h,signal_close,500.0,200.0,ema_low,,570,263,307,46.14,-5882.34,-10.32,0.962,-12057.14,2.19,264,306
2h,signal_close,1000.0,200.0,fixed_rr,1.5,459,181,278,39.43,-5947.5,-12.96,0.979,-41000.0,7.75,181,277
2h,next_open,400.0,50.0,ema_low,,633,267,366,42.18,-6119.72,-9.67,0.958,-10696.43,0.92,268,365
2h,signal_close,400.0,200.0,ema_low,,587,237,350,40.37,-6558.58,-11.17,0.953,-10771.16,1.91,238,349
2h,next_open,500.0,400.0,ema_low,,415,172,243,41.45,-6859.41,-16.53,0.944,-13495.23,1.22,172,243
2h,signal_close,400.0,150.0,ema_low,,615,254,361,41.3,-7045.42,-11.46,0.951,-10333.23,1.92,255,360
2h,signal_close,500.0,400.0,ema_low,,415,172,243,41.45,-7172.41,-17.28,0.941,-13746.73,2.23,172,243
2h,signal_close,400.0,100.0,ema_low,,628,263,365,41.88,-7325.86,-11.67,0.95,-10862.37,1.92,264,364
2h,next_open,500.0,150.0,ema_low,,599,280,319,46.74,-7363.55,-12.29,0.954,-12815.56,1.19,282,317
2h,next_open,200.0,600.0,fixed_rr,3.0,257,55,202,21.4,-7400.0,-28.79,0.817,-9400.0,0.19,55,202
2h,signal_close,500.0,150.0,ema_low,,597,279,318,46.73,-7413.47,-12.42,0.953,-12443.56,2.2,281,316
2h,next_open,500.0,100.0,ema_low,,612,289,323,47.22,-7562.59,-12.36,0.953,-13276.84,1.18,292,320
2h,signal_close,500.0,100.0,ema_low,,610,288,322,47.21,-7625.52,-12.5,0.952,-12894.34,2.19,291,319
2h,signal_close,400.0,400.0,ema_low,,423,149,274,35.22,-7712.31,-18.23,0.93,-11543.04,1.91,149,274
2h,next_open,600.0,600.0,fixed_rr,3.0,249,59,190,23.69,-7800.0,-31.33,0.932,-20400.0,3.96,59,190
2h,next_open,500.0,50.0,ema_low,,617,292,325,47.33,-7909.63,-12.82,0.951,-13719.12,1.18,296,321
2h,signal_close,400.0,50.0,ema_low,,633,266,367,42.02,-7914.07,-12.5,0.946,-11138.66,1.91,267,366
2h,next_open,400.0,300.0,ema_low,,521,196,325,37.62,-7944.21,-15.25,0.939,-12326.87,0.92,197,324
2h,signal_close,500.0,50.0,ema_low,,615,291,324,47.32,-7972.55,-12.96,0.95,-13336.62,2.19,295,320
2h,next_open,400.0,600.0,fixed_rr,1.0,257,118,139,45.91,-8400.0,-32.68,0.849,-12800.0,0.44,118,139
2h,next_open,1000.0,200.0,fixed_rr,1.5,459,180,279,39.22,-8447.5,-18.4,0.97,-43500.0,6.78,180,278
2h,signal_close,600.0,100.0,ema_low,,597,311,286,52.09,-8500.49,-14.24,0.95,-13393.45,2.38,314,283
2h,signal_close,600.0,200.0,ema_low,,557,282,275,50.63,-8805.84,-15.81,0.947,-14115.75,2.37,282,275
2h,next_open,300.0,400.0,ema_low,,427,119,308,27.87,-8822.75,-20.66,0.905,-13357.59,0.61,119,308
2h,signal_close,1000.0,50.0,fixed_rr,1.5,482,189,293,39.21,-8947.5,-18.56,0.969,-43000.0,7.97,189,292
2h,signal_close,1000.0,150.0,fixed_rr,1.5,472,185,287,39.19,-8947.5,-18.96,0.969,-43500.0,7.96,185,286
2h,signal_close,600.0,50.0,ema_low,,602,314,288,52.16,-8947.53,-14.86,0.948,-13935.73,2.38,318,284
2h,next_open,600.0,100.0,ema_low,,597,311,286,52.09,-8974.15,-15.03,0.947,-13913.61,1.39,314,283
2h,signal_close,500.0,600.0,fixed_rr,1.5,253,94,159,37.15,-9000.0,-35.57,0.887,-11250.0,2.44,94,159
2h,next_open,500.0,600.0,fixed_rr,1.5,253,94,159,37.15,-9000.0,-35.57,0.887,-12250.0,1.42,94,159
2h,signal_close,200.0,600.0,fixed_rr,3.0,257,53,204,20.62,-9000.0,-35.02,0.779,-11000.0,1.19,53,204
2h,next_open,400.0,600.0,fixed_rr,3.0,255,58,197,22.75,-9200.0,-36.08,0.883,-15200.0,1.64,58,197
2h,next_open,300.0,200.0,ema_low,,599,197,402,32.89,-9215.46,-15.38,0.924,-12021.68,0.63,197,402
2h,next_open,600.0,200.0,ema_low,,557,282,275,50.63,-9317.5,-16.73,0.944,-14644.9,1.38,282,275
2h,signal_close,600.0,150.0,ema_low,,584,300,284,51.37,-9320.18,-15.96,0.945,-13342.67,2.38,302,282
2h,next_open,300.0,150.0,ema_low,,627,212,415,33.81,-9415.78,-15.02,0.924,-12200.91,0.64,212,415
2h,next_open,600.0,50.0,ema_low,,602,314,288,52.16,-9421.19,-15.65,0.945,-14455.89,1.38,318,284
2h,next_open,300.0,100.0,ema_low,,641,221,420,34.48,-9427.72,-14.71,0.925,-12369.42,0.63,221,420
2h,next_open,500.0,300.0,ema_low,,509,221,288,43.42,-9466.87,-18.6,0.934,-14113.69,1.19,222,287
2h,signal_close,600.0,600.0,fixed_rr,3.0,248,58,190,23.39,-9600.0,-38.71,0.916,-20400.0,5.0,58,190
2h,signal_close,600.0,600.0,fixed_rr,2.0,250,78,172,31.2,-9600.0,-38.4,0.907,-19200.0,3.68,78,172
2h,next_open,400.0,600.0,fixed_rr,2.0,255,77,178,30.2,-9600.0,-37.65,0.865,-11600.0,1.17,77,178
2h,signal_close,500.0,300.0,ema_low,,507,220,287,43.39,-9641.8,-19.02,0.933,-13907.19,2.21,221,286
2h,next_open,200.0,400.0,ema_low,,427,82,345,19.2,-9776.26,-22.9,0.858,-14617.36,0.35,82,345
2h,next_open,800.0,400.0,fixed_rr,3.0,370,90,280,24.32,-9814.0,-26.52,0.956,-36000.0,7.49,89,280
2h,next_open,300.0,50.0,ema_low,,646,224,422,34.67,-9816.43,-15.2,0.922,-12816.98,0.63,224,422
2h,next_open,600.0,150.0,ema_low,,584,300,284,51.37,-9823.84,-16.82,0.942,-13852.33,1.39,302,282
2h,signal_close,400.0,300.0,ema_low,,521,195,326,37.43,-9845.06,-18.9,0.924,-12901.1,1.91,196,325
2h,signal_close,300.0,600.0,fixed_rr,3.0,257,56,201,21.79,-9900.0,-38.52,0.836,-11400.0,1.78,56,201
2h,signal_close,500.0,600.0,fixed_rr,3.0,252,58,194,23.02,-10000.0,-39.68,0.897,-17000.0,3.76,58,194
2h,next_open,500.0,600.0,fixed_rr,3.0,252,58,194,23.02,-10000.0,-39.68,0.897,-17000.0,2.75,58,194
2h,signal_close,600.0,400.0,ema_low,,409,188,221,45.97,-10015.05,-24.49,0.924,-14253.54,2.44,188,221
2h,next_open,600.0,600.0,fixed_rr,2.0,251,78,173,31.08,-10200.0,-40.64,0.902,-19200.0,2.62,78,173
2h,signal_close,300.0,200.0,ema_low,,599,196,403,32.72,-10310.39,-17.21,0.915,-13189.11,1.63,196,403
2h,next_open,600.0,400.0,ema_low,,409,188,221,45.97,-10364.21,-25.34,0.922,-14640.2,1.44,188,221
2h,next_open,800.0,600.0,fixed_rr,1.0,247,117,130,47.37,-10400.0,-42.11,0.9,-14400.0,2.67,117,130
2h,next_open,400.0,600.0,fixed_rr,1.5,256,92,164,35.94,-10400.0,-40.62,0.841,-11800.0,0.77,92,164
2h,signal_close,1000.0,100.0,fixed_rr,1.5,481,188,293,39.09,-10447.5,-21.72,0.964,-43000.0,7.94,188,292
2h,signal_close,300.0,600.0,fixed_rr,2.0,257,74,183,28.79,-10500.0,-40.86,0.809,-12000.0,1.44,74,183
2h,next_open,300.0,600.0,fixed_rr,2.0,257,74,183,28.79,-10500.0,-40.86,0.809,-12000.0,0.44,74,183
2h,signal_close,300.0,400.0,ema_low,,427,117,310,27.4,-10540.43,-24.68,0.887,-15101.77,1.6,117,310
2h,next_open,200.0,150.0,ema_low,,631,157,474,24.88,-10556.22,-16.73,0.889,-15197.73,0.36,157,474
2h,signal_close,800.0,400.0,fixed_rr,3.0,371,90,281,24.26,-10608.5,-28.59,0.953,-36800.0,8.46,89,281
2h,signal_close,200.0,400.0,ema_low,,427,81,346,18.97,-10681.42,-25.02,0.846,-14813.66,1.34,81,346
2h,signal_close,300.0,150.0,ema_low,,628,211,417,33.6,-10794.71,-17.19,0.914,-13615.85,1.63,211,417
2h,signal_close,300.0,100.0,ema_low,,642,220,422,34.27,-10804.15,-16.83,0.915,-13765.85,1.63,220,422
2h,signal_close,200.0,150.0,ema_low,,631,157,474,24.88,-10824.73,-17.15,0.886,-14790.38,1.36,157,474
2h,next_open,500.0,600.0,fixed_rr,1.0,254,116,138,45.67,-11000.0,-43.31,0.841,-14500.0,0.88,116,138
2h,next_open,300.0,600.0,fixed_rr,3.0,257,55,202,21.4,-11100.0,-43.19,0.817,-11700.0,0.79,55,202
2h,signal_close,300.0,50.0,ema_low,,647,223,424,34.47,-11192.36,-17.3,0.912,-14242.65,1.63,223,424
2h,signal_close,400.0,600.0,fixed_rr,3.0,256,57,199,22.27,-11200.0,-43.75,0.859,-15600.0,2.58,57,199
2h,next_open,200.0,100.0,ema_low,,645,163,482,25.27,-11224.5,-17.4,0.884,-15745.21,0.36,163,482
2h,next_open,200.0,50.0,ema_low,,650,166,484,25.54,-11413.21,-17.56,0.882,-16087.49,0.36,166,484
2h,next_open,1000.0,50.0,fixed_rr,1.5,482,188,294,39.0,-11447.5,-23.75,0.961,-45500.0,7.02,188,293
2h,next_open,1000.0,150.0,fixed_rr,1.5,472,184,288,38.98,-11447.5,-24.25,0.96,-46000.0,7.02,184,287
2h,next_open,200.0,200.0,ema_low,,602,142,460,23.59,-11455.9,-19.03,0.875,-15602.45,0.36,142,460
2h,signal_close,200.0,100.0,ema_low,,645,163,482,25.27,-11499.51,-17.83,0.881,-15339.86,1.36,163,482
2h,signal_close,600.0,300.0,ema_low,,496,239,257,48.19,-11567.2,-23.32,0.925,-15247.35,2.4,239,257
2h,signal_close,200.0,50.0,ema_low,,650,166,484,25.54,-11687.72,-17.98,0.879,-15682.14,1.36,166,484
2h,signal_close,200.0,200.0,ema_low,,602,142,460,23.59,-11740.41,-19.5,0.872,-15214.6,1.36,142,460
2h,next_open,300.0,300.0,ema_low,,528,158,370,29.92,-11883.4,-22.51,0.893,-15253.21,0.62,158,370
2h,next_open,600.0,300.0,ema_low,,496,239,257,48.19,-11957.36,-24.11,0.922,-15674.5,1.4,239,257
2h,signal_close,800.0,600.0,fixed_rr,1.0,247,116,131,46.96,-12000.0,-48.58,0.885,-16000.0,3.64,116,131
2h,signal_close,500.0,600.0,fixed_rr,1.0,254,115,139,45.28,-12000.0,-47.24,0.827,-14500.0,1.9,115,139
2h,signal_close,400.0,600.0,fixed_rr,1.0,257,113,144,43.97,-12400.0,-48.25,0.785,-15200.0,1.47,113,144
2h,signal_close,1000.0,300.0,fixed_rr,1.5,423,164,259,38.77,-12447.5,-29.43,0.952,-46500.0,7.65,164,258
2h,next_open,1000.0,300.0,fixed_rr,1.5,423,164,259,38.77,-12447.5,-29.43,0.952,-46500.0,6.68,164,258
2h,next_open,1000.0,100.0,fixed_rr,1.5,481,187,294,38.88,-12947.5,-26.92,0.956,-45500.0,6.99,187,293
2h,next_open,200.0,600.0,fixed_rr,2.0,257,64,193,24.9,-13000.0,-50.58,0.663,-14600.0,0.11,64,193
2h,signal_close,300.0,300.0,ema_low,,528,157,371,29.73,-13104.84,-24.82,0.882,-16505.14,1.61,157,371
2h,next_open,200.0,300.0,ema_low,,529,110,419,20.79,-13249.63,-25.05,0.842,-17608.28,0.36,110,419
2h,signal_close,400.0,600.0,fixed_rr,1.5,256,89,167,34.77,-13400.0,-52.34,0.799,-14800.0,1.77,89,167
2h,signal_close,1000.0,400.0,fixed_rr,1.0,378,182,196,48.15,-13447.5,-35.58,0.931,-42000.0,5.85,182,195
2h,next_open,1000.0,400.0,fixed_rr,1.0,378,182,196,48.15,-13447.5,-35.58,0.931,-42000.0,4.86,182,195
2h,signal_close,400.0,600.0,fixed_rr,2.0,256,74,182,28.91,-13600.0,-53.12,0.813,-15200.0,2.11,74,182
2h,next_open,300.0,600.0,fixed_rr,1.5,257,84,173,32.68,-14100.0,-54.86,0.728,-15600.0,0.33,84,173
2h,signal_close,200.0,300.0,ema_low,,529,109,420,20.6,-14164.79,-26.78,0.831,-17822.58,1.35,109,420
2h,signal_close,1000.0,200.0,fixed_rr,2.0,432,139,293,32.18,-14447.5,-33.44,0.951,-37000.0,9.79,139,292
2h,next_open,1000.0,200.0,fixed_rr,2.0,432,139,293,32.18,-14447.5,-33.44,0.951,-37000.0,8.82,139,292
2h,signal_close,300.0,600.0,fixed_rr,1.5,257,83,174,32.3,-14850.0,-57.78,0.716,-15900.0,1.33,83,174
2h,signal_close,200.0,600.0,fixed_rr,2.0,257,60,197,23.35,-15400.0,-59.92,0.609,-16400.0,1.11,60,197
2h,signal_close,1000.0,150.0,fixed_rr,2.0,445,143,302,32.13,-15447.5,-34.71,0.949,-39000.0,9.97,143,301
2h,next_open,1000.0,150.0,fixed_rr,2.0,445,143,302,32.13,-15447.5,-34.71,0.949,-39000.0,9.02,143,301
2h,signal_close,500.0,600.0,fixed_rr,2.0,253,74,179,29.25,-15500.0,-61.26,0.827,-17000.0,3.02,74,179
2h,next_open,500.0,600.0,fixed_rr,2.0,253,74,179,29.25,-15500.0,-61.26,0.827,-17000.0,2.02,74,179
2h,signal_close,600.0,600.0,fixed_rr,1.5,251,90,161,35.86,-15600.0,-62.15,0.839,-19500.0,3.11,90,161
2h,signal_close,500.0,200.0,fixed_rr,3.0,546,128,418,23.44,-17000.0,-31.14,0.919,-28500.0,4.66,128,418
2h,next_open,600.0,600.0,fixed_rr,1.5,251,89,162,35.46,-17100.0,-68.13,0.824,-19500.0,2.1,89,162
2h,signal_close,800.0,400.0,fixed_rr,1.5,392,148,244,37.76,-17247.5,-44.0,0.911,-32000.0,5.37,148,243
2h,next_open,600.0,600.0,fixed_rr,1.0,253,112,141,44.27,-17400.0,-68.77,0.794,-18600.0,1.27,112,141
2h,next_open,200.0,600.0,fixed_rr,1.5,257,68,189,26.46,-17400.0,-67.7,0.54,-18900.0,0.05,68,189
2h,signal_close,600.0,600.0,fixed_rr,1.0,252,111,141,44.05,-18000.0,-71.43,0.787,-19200.0,2.28,111,141
2h,signal_close,800.0,200.0,fixed_rr,1.5,506,193,313,38.14,-18447.5,-36.46,0.926,-26800.0,5.41,193,312
2h,next_open,800.0,400.0,fixed_rr,1.5,391,147,244,37.6,-18447.5,-47.18,0.905,-33200.0,4.4,147,243
2h,next_open,400.0,200.0,fixed_rr,3.0,575,132,443,22.96,-18800.0,-32.7,0.894,-26400.0,2.46,132,443
2h,signal_close,200.0,600.0,fixed_rr,1.5,257,65,192,25.29,-18900.0,-73.54,0.508,-20400.0,1.05,65,192
2h,signal_close,500.0,200.0,fixed_rr,1.5,563,210,353,37.3,-19000.0,-33.75,0.892,-23250.0,3.12,210,353
2h,next_open,200.0,400.0,fixed_rr,3.0,427,83,344,19.44,-19000.0,-44.5,0.724,-22000.0,0.37,83,344
2h,next_open,400.0,150.0,fixed_rr,3.0,600,138,462,23.0,-19200.0,-32.0,0.896,-30000.0,2.52,138,462
2h,next_open,400.0,400.0,fixed_rr,3.0,421,93,328,22.09,-19600.0,-46.56,0.851,-30400.0,2.12,93,328
2h,next_open,400.0,400.0,fixed_rr,2.0,421,124,297,29.45,-19600.0,-46.56,0.835,-22400.0,1.53,124,297
2h,next_open,800.0,200.0,fixed_rr,1.5,505,192,313,38.02,-19647.5,-38.91,0.921,-28000.0,4.43,192,312
2h,signal_close,200.0,400.0,fixed_rr,3.0,427,82,345,19.2,-19800.0,-46.37,0.713,-22800.0,1.39,82,345
2h,next_open,300.0,400.0,fixed_rr,2.0,427,120,307,28.1,-20100.0,-47.07,0.782,-23100.0,0.73,120,307
2h,signal_close,600.0,200.0,fixed_rr,2.0,538,168,370,31.23,-20400.0,-37.92,0.908,-31200.0,4.49,168,370
2h,next_open,400.0,400.0,fixed_rr,1.0,425,187,238,44.0,-20400.0,-48.0,0.786,-25600.0,0.66,187,238
2h,next_open,300.0,600.0,fixed_rr,1.0,257,94,163,36.58,-20700.0,-80.54,0.577,-22800.0,0.15,94,163
2h,signal_close,400.0,200.0,fixed_rr,3.0,576,131,445,22.74,-20800.0,-36.11,0.883,-26800.0,3.44,131,445
2h,next_open,300.0,400.0,fixed_rr,3.0,426,89,337,20.89,-21000.0,-49.3,0.792,-24000.0,1.11,89,337
2h,signal_close,300.0,400.0,fixed_rr,2.0,427,119,308,27.87,-21000.0,-49.18,0.773,-24000.0,1.71,119,308
2h,signal_close,400.0,150.0,fixed_rr,3.0,601,137,464,22.8,-21200.0,-35.27,0.886,-30400.0,3.5,137,464
2h,signal_close,400.0,400.0,fixed_rr,3.0,421,92,329,21.85,-21200.0,-50.36,0.839,-30400.0,3.09,92,329
2h,next_open,400.0,400.0,fixed_rr,1.5,423,148,275,34.99,-21200.0,-50.12,0.807,-23000.0,1.13,148,275
2h,signal_close,800.0,50.0,fixed_rr,1.5,537,204,333,37.99,-21247.5,-39.57,0.92,-32400.0,5.74,204,332
2h,signal_close,800.0,150.0,fixed_rr,1.5,527,200,327,37.95,-21247.5,-40.32,0.919,-32000.0,5.7,200,326
2h,signal_close,800.0,300.0,fixed_rr,1.5,462,174,288,37.66,-21247.5,-45.99,0.908,-30000.0,5.34,174,287
2h,next_open,500.0,200.0,fixed_rr,1.5,565,209,356,36.99,-21250.0,-37.61,0.881,-25500.0,2.11,209,356
2h,signal_close,1000.0,300.0,fixed_rr,3.0,375,89,286,23.73,-21408.5,-57.09,0.925,-50000.0,12.92,88,286
2h,next_open,1000.0,300.0,fixed_rr,3.0,375,89,286,23.73,-21414.0,-57.1,0.925,-50000.0,11.96,88,286
2h,signal_close,1000.0,50.0,fixed_rr,2.0,454,144,310,31.72,-21447.5,-47.24,0.931,-38000.0,9.94,144,309
2h,signal_close,1000.0,100.0,fixed_rr,2.0,454,144,310,31.72,-21447.5,-47.24,0.931,-38000.0,9.94,144,309
2h,next_open,1000.0,50.0,fixed_rr,2.0,454,144,310,31.72,-21447.5,-47.24,0.931,-38000.0,8.98,144,309
2h,next_open,1000.0,100.0,fixed_rr,2.0,454,144,310,31.72,-21447.5,-47.24,0.931,-38000.0,8.98,144,309
2h,signal_close,1000.0,200.0,fixed_rr,1.0,480,229,251,47.71,-21447.5,-44.68,0.914,-40000.0,5.97,229,250
2h,next_open,1000.0,200.0,fixed_rr,1.0,480,229,251,47.71,-21447.5,-44.68,0.914,-40000.0,4.93,229,250
2h,signal_close,1000.0,300.0,fixed_rr,1.0,440,209,231,47.5,-21447.5,-48.74,0.907,-43000.0,5.88,209,230
2h,next_open,1000.0,300.0,fixed_rr,1.0,440,209,231,47.5,-21447.5,-48.74,0.907,-43000.0,4.83,209,230
2h,signal_close,500.0,50.0,fixed_rr,3.0,579,134,445,23.14,-21500.0,-37.13,0.903,-33500.0,4.83,134,445
2h,signal_close,500.0,150.0,fixed_rr,3.0,567,131,436,23.1,-21500.0,-37.92,0.901,-35500.0,4.79,131,436
2h,next_open,500.0,400.0,fixed_rr,1.5,413,148,265,35.84,-21500.0,-52.06,0.838,-22250.0,1.79,148,265
2h,signal_close,500.0,400.0,fixed_rr,1.5,413,148,265,35.84,-21500.0,-52.06,0.838,-23500.0,2.81,148,265
2h,signal_close,600.0,50.0,fixed_rr,2.0,570,178,392,31.23,-21600.0,-37.89,0.908,-34200.0,4.81,178,392
2h,next_open,600.0,200.0,fixed_rr,2.0,540,168,372,31.11,-21600.0,-40.0,0.903,-31800.0,3.48,168,372
2h,next_open,600.0,400.0,fixed_rr,3.0,400,91,309,22.75,-21600.0,-54.0,0.883,-40800.0,4.39,91,309
