timeframe,entry_mode,stop_loss_points,min_distance_from_ema_low,take_profit_mode,fixed_rr,trades,wins,losses,win_rate_pct,net_points,avg_points,profit_factor,max_drawdown_points,avg_bars_held,take_profit_exits,stop_loss_exits
4h,next_open,400.0,150.0,ema_low,,310,104,206,33.55,-2580.18,-8.32,0.969,-9651.43,0.62,104,206
4h,signal_close,800.0,200.0,ema_low,,292,148,144,50.68,-2714.94,-9.3,0.976,-21000.52,2.34,149,142
4h,next_open,800.0,200.0,ema_low,,292,148,144,50.68,-2751.94,-9.42,0.976,-21055.52,1.33,149,142
4h,next_open,400.0,200.0,ema_low,,306,102,204,33.33,-2834.04,-9.26,0.965,-10305.28,0.62,102,204
4h,signal_close,800.0,100.0,ema_low,,298,152,146,51.01,-2987.67,-10.03,0.974,-20432.09,2.32,153,144
4h,signal_close,400.0,300.0,ema_low,,294,94,200,31.97,-3241.55,-11.03,0.959,-9561.06,1.64,94,200
4h,signal_close,800.0,400.0,ema_low,,262,127,135,48.47,-3249.65,-12.4,0.97,-18402.37,2.37,128,133
4h,next_open,800.0,400.0,ema_low,,262,127,135,48.47,-3264.15,-12.46,0.969,-18442.37,1.37,128,133
4h,next_open,300.0,50.0,ema_low,,315,88,227,27.94,-3300.73,-10.48,0.952,-9285.25,0.44,88,227
4h,signal_close,800.0,150.0,ema_low,,296,150,146,50.68,-3312.58,-11.19,0.971,-20432.09,2.33,151,144
4h,next_open,400.0,300.0,ema_low,,294,94,200,31.97,-3471.55,-11.81,0.957,-9787.56,0.62,94,200
4h,signal_close,300.0,50.0,ema_low,,315,87,228,27.62,-3583.7,-11.38,0.948,-9293.75,1.45,87,228
4h,next_open,800.0,600.0,fixed_rr,1.0,201,98,103,48.76,-3595.0,-17.89,0.956,-11200.0,1.41,98,102
4h,next_open,300.0,100.0,ema_low,,314,87,227,27.71,-3709.6,-11.81,0.946,-9285.25,0.44,87,227
4h,signal_close,400.0,400.0,ema_low,,273,83,190,30.4,-3825.33,-14.01,0.95,-9983.64,1.63,83,190
4h,next_open,400.0,400.0,ema_low,,273,83,190,30.4,-3856.33,-14.13,0.949,-10001.64,0.61,83,190
4h,signal_close,300.0,100.0,ema_low,,314,86,228,27.39,-3992.56,-12.72,0.942,-9293.75,1.46,86,228
4h,next_open,300.0,150.0,ema_low,,311,84,227,27.01,-4165.29,-13.39,0.939,-9344.19,0.44,84,227
4h,next_open,300.0,300.0,ema_low,,294,76,218,25.85,-4226.56,-14.38,0.935,-9805.23,0.45,76,218
4h,signal_close,1000.0,600.0,fixed_rr,3.0,185,45,140,24.32,-4395.0,-23.76,0.968,-29000.0,7.58,45,139
4h,next_open,1000.0,600.0,fixed_rr,3.0,185,45,140,24.32,-4395.0,-23.76,0.968,-29000.0,6.58,45,139
4h,signal_close,300.0,150.0,ema_low,,311,83,228,26.69,-4447.75,-14.3,0.935,-9359.19,1.46,83,228
4h,signal_close,300.0,300.0,ema_low,,294,75,219,25.51,-4486.52,-15.26,0.932,-9785.73,1.46,75,219
4h,signal_close,600.0,600.0,fixed_rr,2.0,206,66,140,32.04,-4800.0,-23.3,0.943,-13200.0,2.64,66,140
4h,next_open,300.0,200.0,ema_low,,306,81,225,26.47,-4847.33,-15.84,0.928,-10316.46,0.44,81,225
4h,next_open,300.0,400.0,ema_low,,273,66,207,24.18,-5043.66,-18.47,0.919,-10402.61,0.44,66,207
4h,signal_close,300.0,400.0,ema_low,,273,66,207,24.18,-5072.16,-18.58,0.918,-10383.61,1.46,66,207
4h,signal_close,300.0,200.0,ema_low,,306,80,226,26.14,-5077.29,-16.59,0.925,-10314.46,1.46,80,226
4h,signal_close,500.0,600.0,fixed_rr,2.0,206,65,141,31.55,-5500.0,-26.7,0.922,-11500.0,2.09,65,141
4h,next_open,500.0,600.0,fixed_rr,2.0,206,65,141,31.55,-5500.0,-26.7,0.922,-11500.0,1.07,65,141
4h,signal_close,600.0,600.0,fixed_rr,1.0,206,98,108,47.57,-6000.0,-29.13,0.907,-10800.0,1.77,98,108
4h,signal_close,400.0,600.0,fixed_rr,3.0,207,48,159,23.19,-6000.0,-28.99,0.906,-12000.0,1.96,48,159
4h,signal_close,400.0,600.0,fixed_rr,2.0,207,64,143,30.92,-6000.0,-28.99,0.895,-8400.0,1.57,64,143
4h,signal_close,300.0,600.0,fixed_rr,2.0,207,62,145,29.95,-6300.0,-30.43,0.855,-8400.0,1.3,62,145
4h,signal_close,800.0,600.0,fixed_rr,1.5,201,77,124,38.31,-6395.0,-31.82,0.935,-18800.0,3.19,77,123
4h,next_open,800.0,600.0,fixed_rr,1.5,201,77,124,38.31,-6395.0,-31.82,0.935,-18800.0,2.19,77,123
4h,next_open,600.0,600.0,fixed_rr,2.0,206,65,141,31.55,-6600.0,-32.04,0.922,-16800.0,1.61,65,141
4h,signal_close,500.0,600.0,fixed_rr,1.5,206,77,129,37.38,-6750.0,-32.77,0.895,-8000.0,1.76,77,129
4h,next_open,500.0,600.0,fixed_rr,1.5,206,77,129,37.38,-6750.0,-32.77,0.895,-8000.0,0.76,77,129
4h,signal_close,300.0,600.0,fixed_rr,3.0,207,46,161,22.22,-6900.0,-33.33,0.857,-9300.0,1.59,46,161
4h,next_open,300.0,600.0,fixed_rr,3.0,207,46,161,22.22,-6900.0,-33.33,0.857,-9300.0,0.56,46,161
4h,signal_close,1000.0,300.0,fixed_rr,1.0,272,132,140,48.53,-7395.0,-27.19,0.947,-26000.0,3.69,132,139
4h,next_open,1000.0,300.0,fixed_rr,1.0,272,132,140,48.53,-7395.0,-27.19,0.947,-26000.0,2.67,132,139
4h,signal_close,1000.0,600.0,fixed_rr,1.5,198,76,122,38.38,-7395.0,-37.35,0.939,-25500.0,4.55,76,121
4h,next_open,1000.0,600.0,fixed_rr,1.5,198,76,122,38.38,-7395.0,-37.35,0.939,-25500.0,3.55,76,121
4h,next_open,500.0,150.0,fixed_rr,1.5,305,116,189,38.03,-7500.0,-24.59,0.921,-13750.0,1.01,116,189
4h,next_open,400.0,600.0,fixed_rr,3.0,207,47,160,22.71,-7600.0,-36.71,0.881,-12000.0,0.96,47,160
4h,next_open,500.0,300.0,fixed_rr,1.5,291,110,181,37.8,-8000.0,-27.49,0.912,-15250.0,0.96,110,181
4h,signal_close,600.0,600.0,fixed_rr,1.5,206,77,129,37.38,-8100.0,-39.32,0.895,-14700.0,2.28,77,129
4h,next_open,300.0,600.0,fixed_rr,2.0,207,60,147,28.99,-8100.0,-39.13,0.816,-9000.0,0.29,60,147
4h,signal_close,1000.0,50.0,fixed_rr,1.0,283,137,146,48.41,-8395.0,-29.66,0.942,-24000.0,3.69,137,145
4h,signal_close,1000.0,100.0,fixed_rr,1.0,283,137,146,48.41,-8395.0,-29.66,0.942,-24000.0,3.69,137,145
4h,signal_close,1000.0,150.0,fixed_rr,1.0,281,136,145,48.4,-8395.0,-29.88,0.942,-24000.0,3.69,136,144
4h,next_open,1000.0,50.0,fixed_rr,1.0,283,137,146,48.41,-8395.0,-29.66,0.942,-24000.0,2.66,137,145
4h,next_open,1000.0,100.0,fixed_rr,1.0,283,137,146,48.41,-8395.0,-29.66,0.942,-24000.0,2.66,137,145
4h,next_open,1000.0,150.0,fixed_rr,1.0,281,136,145,48.4,-8395.0,-29.88,0.942,-24000.0,2.66,136,144
4h,signal_close,1000.0,200.0,fixed_rr,1.0,279,135,144,48.39,-8395.0,-30.09,0.941,-25000.0,3.7,135,143
4h,next_open,1000.0,200.0,fixed_rr,1.0,279,135,144,48.39,-8395.0,-30.09,0.941,-25000.0,2.67,135,143
4h,signal_close,1000.0,400.0,fixed_rr,1.0,255,123,132,48.24,-8395.0,-32.92,0.936,-26000.0,3.56,123,131
4h,next_open,1000.0,400.0,fixed_rr,1.0,255,123,132,48.24,-8395.0,-32.92,0.936,-26000.0,2.53,123,131
4h,signal_close,400.0,150.0,fixed_rr,3.0,309,72,237,23.3,-8400.0,-27.18,0.911,-14000.0,2.15,72,237
4h,signal_close,400.0,150.0,fixed_rr,2.0,309,96,213,31.07,-8400.0,-27.18,0.901,-12400.0,1.79,96,213
4h,next_open,600.0,600.0,fixed_rr,1.0,206,96,110,46.6,-8400.0,-40.78,0.873,-13200.0,0.73,96,110
4h,next_open,400.0,600.0,fixed_rr,2.0,207,62,145,29.95,-8400.0,-40.58,0.855,-9200.0,0.58,62,145
4h,next_open,500.0,50.0,fixed_rr,1.5,307,116,191,37.79,-8500.0,-27.69,0.911,-14250.0,1.01,116,191
4h,next_open,500.0,100.0,fixed_rr,1.5,307,116,191,37.79,-8500.0,-27.69,0.911,-14250.0,1.01,116,191
4h,next_open,500.0,200.0,fixed_rr,1.5,302,114,188,37.75,-8500.0,-28.15,0.91,-15250.0,1.02,114,188
4h,signal_close,500.0,150.0,fixed_rr,1.5,305,115,190,37.7,-8750.0,-28.69,0.908,-15000.0,2.02,115,190
4h,signal_close,300.0,300.0,fixed_rr,3.0,294,66,228,22.45,-9000.0,-30.61,0.868,-12900.0,1.64,66,228
4h,next_open,300.0,300.0,fixed_rr,3.0,294,66,228,22.45,-9000.0,-30.61,0.868,-12900.0,0.67,66,228
4h,signal_close,800.0,300.0,fixed_rr,1.0,282,135,147,47.87,-9195.0,-32.61,0.922,-19200.0,2.71,135,146
4h,next_open,800.0,300.0,fixed_rr,1.0,282,135,147,47.87,-9195.0,-32.61,0.922,-19200.0,1.67,135,146
4h,signal_close,800.0,400.0,fixed_rr,1.0,262,125,137,47.71,-9195.0,-35.1,0.916,-19200.0,2.58,125,136
4h,signal_close,400.0,50.0,fixed_rr,3.0,311,72,239,23.15,-9200.0,-29.58,0.904,-14000.0,2.15,72,239
4h,signal_close,400.0,100.0,fixed_rr,3.0,311,72,239,23.15,-9200.0,-29.58,0.904,-14000.0,2.15,72,239
4h,signal_close,400.0,50.0,fixed_rr,2.0,311,96,215,30.87,-9200.0,-29.58,0.893,-12800.0,1.79,96,215
4h,signal_close,400.0,100.0,fixed_rr,2.0,311,96,215,30.87,-9200.0,-29.58,0.893,-12800.0,1.79,96,215
4h,signal_close,400.0,200.0,fixed_rr,2.0,305,94,211,30.82,-9200.0,-30.16,0.891,-14000.0,1.8,94,211
4h,signal_close,500.0,300.0,fixed_rr,1.5,291,109,182,37.46,-9250.0,-31.79,0.898,-16250.0,1.97,109,182
4h,next_open,500.0,400.0,fixed_rr,1.5,271,101,170,37.27,-9250.0,-34.13,0.891,-14500.0,0.89,101,170
4h,signal_close,500.0,150.0,fixed_rr,2.0,304,95,209,31.25,-9500.0,-31.25,0.909,-16500.0,2.38,95,209
4h,next_open,500.0,150.0,fixed_rr,2.0,304,95,209,31.25,-9500.0,-31.25,0.909,-16500.0,1.37,95,209
4h,signal_close,600.0,600.0,fixed_rr,3.0,204,47,157,23.04,-9600.0,-47.06,0.898,-14400.0,3.49,47,157
4h,next_open,400.0,150.0,fixed_rr,2.0,309,95,214,30.74,-9600.0,-31.07,0.888,-14400.0,0.8,95,214
4h,signal_close,400.0,300.0,fixed_rr,2.0,294,90,204,30.61,-9600.0,-32.65,0.882,-14800.0,1.73,90,204
4h,signal_close,500.0,50.0,fixed_rr,1.5,307,115,192,37.46,-9750.0,-31.76,0.898,-15500.0,2.02,115,192
4h,signal_close,500.0,100.0,fixed_rr,1.5,307,115,192,37.46,-9750.0,-31.76,0.898,-15500.0,2.02,115,192
4h,signal_close,500.0,200.0,fixed_rr,1.5,302,113,189,37.42,-9750.0,-32.28,0.897,-16500.0,2.02,113,189
4h,next_open,400.0,150.0,fixed_rr,3.0,309,71,238,22.98,-10000.0,-32.36,0.895,-14000.0,1.15,71,238
4h,signal_close,400.0,200.0,fixed_rr,3.0,305,70,235,22.95,-10000.0,-32.79,0.894,-16400.0,2.16,70,235
4h,next_open,200.0,600.0,fixed_rr,3.0,207,39,168,18.84,-10200.0,-49.28,0.696,-10400.0,0.11,39,168
4h,signal_close,200.0,600.0,fixed_rr,3.0,207,39,168,18.84,-10200.0,-49.28,0.696,-10800.0,1.11,39,168
4h,next_open,200.0,600.0,ema_low,,207,26,181,12.56,-10326.53,-49.89,0.715,-12071.92,0.25,26,181
4h,signal_close,1000.0,400.0,fixed_rr,3.0,231,55,176,23.81,-10395.0,-45.0,0.941,-35000.0,7.57,55,175
4h,next_open,1000.0,400.0,fixed_rr,3.0,231,55,176,23.81,-10395.0,-45.0,0.941,-35000.0,6.57,55,175
4h,next_open,400.0,50.0,fixed_rr,2.0,311,95,216,30.55,-10400.0,-33.44,0.88,-14800.0,0.8,95,216
4h,next_open,400.0,100.0,fixed_rr,2.0,311,95,216,30.55,-10400.0,-33.44,0.88,-14800.0,0.8,95,216
4h,next_open,400.0,200.0,fixed_rr,2.0,305,93,212,30.49,-10400.0,-34.1,0.877,-15600.0,0.81,93,212
4h,signal_close,500.0,50.0,fixed_rr,2.0,306,95,211,31.05,-10500.0,-34.31,0.9,-16500.0,2.38,95,211
4h,signal_close,500.0,100.0,fixed_rr,2.0,306,95,211,31.05,-10500.0,-34.31,0.9,-16500.0,2.38,95,211
4h,next_open,500.0,50.0,fixed_rr,2.0,306,95,211,31.05,-10500.0,-34.31,0.9,-16500.0,1.37,95,211
4h,next_open,500.0,100.0,fixed_rr,2.0,306,95,211,31.05,-10500.0,-34.31,0.9,-16500.0,1.37,95,211
4h,signal_close,500.0,400.0,fixed_rr,1.5,271,100,171,36.9,-10500.0,-38.75,0.877,-15750.0,1.89,100,171
4h,signal_close,300.0,150.0,fixed_rr,3.0,311,69,242,22.19,-10500.0,-33.76,0.855,-12900.0,1.68,69,242
4h,next_open,300.0,150.0,fixed_rr,3.0,311,69,242,22.19,-10500.0,-33.76,0.855,-12900.0,0.7,69,242
4h,signal_close,800.0,50.0,fixed_rr,1.0,294,140,154,47.62,-10795.0,-36.72,0.912,-18400.0,2.74,140,153
4h,signal_close,800.0,100.0,fixed_rr,1.0,294,140,154,47.62,-10795.0,-36.72,0.912,-18400.0,2.74,140,153
4h,signal_close,800.0,150.0,fixed_rr,1.0,292,139,153,47.6,-10795.0,-36.97,0.912,-19200.0,2.73,139,152
4h,signal_close,800.0,200.0,fixed_rr,1.0,290,138,152,47.59,-10795.0,-37.22,0.911,-20000.0,2.74,138,151
4h,next_open,800.0,400.0,fixed_rr,1.0,262,124,138,47.33,-10795.0,-41.2,0.902,-19200.0,1.59,124,137
4h,next_open,400.0,50.0,fixed_rr,3.0,311,71,240,22.83,-10800.0,-34.73,0.887,-14000.0,1.14,71,240
4h,next_open,400.0,100.0,fixed_rr,3.0,311,71,240,22.83,-10800.0,-34.73,0.887,-14000.0,1.14,71,240
4h,next_open,400.0,300.0,fixed_rr,2.0,294,89,205,30.27,-10800.0,-36.73,0.868,-16000.0,0.74,89,205
4h,signal_close,400.0,400.0,fixed_rr,2.0,273,82,191,30.04,-10800.0,-39.56,0.859,-14400.0,1.63,82,191
4h,signal_close,300.0,300.0,fixed_rr,2.0,294,86,208,29.25,-10800.0,-36.73,0.827,-13200.0,1.38,86,208
4h,signal_close,400.0,600.0,fixed_rr,1.5,207,72,135,34.78,-10800.0,-52.17,0.8,-11800.0,1.39,72,135
4h,signal_close,200.0,600.0,ema_low,,207,26,181,12.56,-10864.88,-52.49,0.7,-12871.82,1.25,26,181
4h,signal_close,500.0,200.0,fixed_rr,2.0,301,93,208,30.9,-11000.0,-36.54,0.894,-18500.0,2.39,93,208
4h,next_open,500.0,200.0,fixed_rr,2.0,301,93,208,30.9,-11000.0,-36.54,0.894,-18500.0,1.38,93,208
4h,signal_close,500.0,600.0,fixed_rr,3.0,206,46,160,22.33,-11000.0,-53.4,0.863,-17000.0,2.73,46,160
4h,next_open,500.0,600.0,fixed_rr,3.0,206,46,160,22.33,-11000.0,-53.4,0.863,-17000.0,1.72,46,160
4h,next_open,600.0,600.0,fixed_rr,1.5,206,75,131,36.41,-11100.0,-53.88,0.859,-17700.0,1.25,75,131
4h,signal_close,300.0,400.0,fixed_rr,3.0,273,59,214,21.61,-11100.0,-40.66,0.827,-14400.0,1.6,59,214
4h,next_open,300.0,400.0,fixed_rr,3.0,273,59,214,21.61,-11100.0,-40.66,0.827,-14400.0,0.57,59,214
4h,signal_close,1000.0,600.0,fixed_rr,2.0,192,60,132,31.25,-11395.0,-59.35,0.913,-33000.0,5.83,60,131
4h,next_open,1000.0,600.0,fixed_rr,2.0,192,60,132,31.25,-11395.0,-59.35,0.913,-33000.0,4.83,60,131
4h,signal_close,300.0,50.0,fixed_rr,3.0,314,69,245,21.97,-11400.0,-36.31,0.845,-13200.0,1.69,69,245
4h,signal_close,300.0,100.0,fixed_rr,3.0,314,69,245,21.97,-11400.0,-36.31,0.845,-13200.0,1.69,69,245
4h,next_open,300.0,50.0,fixed_rr,3.0,314,69,245,21.97,-11400.0,-36.31,0.845,-13200.0,0.71,69,245
4h,next_open,300.0,100.0,fixed_rr,3.0,314,69,245,21.97,-11400.0,-36.31,0.845,-13200.0,0.71,69,245
4h,signal_close,300.0,200.0,fixed_rr,3.0,306,67,239,21.9,-11400.0,-37.25,0.841,-14700.0,1.67,67,239
4h,next_open,300.0,200.0,fixed_rr,3.0,306,67,239,21.9,-11400.0,-37.25,0.841,-14700.0,0.7,67,239
4h,next_open,800.0,50.0,fixed_rr,1.0,295,140,155,47.46,-11595.0,-39.31,0.906,-18400.0,1.71,140,154
4h,next_open,800.0,100.0,fixed_rr,1.0,295,140,155,47.46,-11595.0,-39.31,0.906,-18400.0,1.71,140,154
4h,next_open,800.0,150.0,fixed_rr,1.0,293,139,154,47.44,-11595.0,-39.57,0.906,-19200.0,1.7,139,153
4h,next_open,800.0,200.0,fixed_rr,1.0,291,138,153,47.42,-11595.0,-39.85,0.905,-20000.0,1.71,138,152
4h,next_open,400.0,200.0,fixed_rr,3.0,305,69,236,22.62,-11600.0,-38.03,0.877,-16400.0,1.16,69,236
4h,next_open,300.0,300.0,fixed_rr,2.0,294,85,209,28.91,-11700.0,-39.8,0.813,-14700.0,0.41,85,209
4h,signal_close,300.0,400.0,fixed_rr,2.0,273,78,195,28.57,-11700.0,-42.86,0.8,-14400.0,1.35,78,195
4h,next_open,400.0,600.0,fixed_rr,1.5,207,71,136,34.3,-11800.0,-57.0,0.783,-12600.0,0.41,71,136
4h,signal_close,500.0,300.0,fixed_rr,2.0,291,89,202,30.58,-12000.0,-41.24,0.881,-19000.0,2.34,89,202
4h,next_open,500.0,300.0,fixed_rr,2.0,291,89,202,30.58,-12000.0,-41.24,0.881,-19000.0,1.33,89,202
4h,signal_close,400.0,300.0,fixed_rr,3.0,294,66,228,22.45,-12000.0,-40.82,0.868,-17200.0,2.11,66,228
4h,signal_close,500.0,600.0,fixed_rr,1.0,206,91,115,44.17,-12000.0,-58.25,0.791,-13000.0,1.5,91,115
4h,next_open,500.0,600.0,fixed_rr,1.0,206,91,115,44.17,-12000.0,-58.25,0.791,-13000.0,0.5,91,115
4h,signal_close,300.0,50.0,fixed_rr,2.0,314,91,223,28.98,-12300.0,-39.17,0.816,-13200.0,1.42,91,223
4h,signal_close,300.0,100.0,fixed_rr,2.0,314,91,223,28.98,-12300.0,-39.17,0.816,-13200.0,1.42,91,223
4h,signal_close,300.0,150.0,fixed_rr,2.0,311,90,221,28.94,-12300.0,-39.55,0.814,-13200.0,1.41,90,221
4h,signal_close,1000.0,300.0,fixed_rr,3.0,245,58,187,23.67,-12395.0,-50.59,0.934,-38000.0,7.62,58,186
4h,next_open,1000.0,300.0,fixed_rr,3.0,245,58,187,23.67,-12395.0,-50.59,0.934,-38000.0,6.62,58,186
4h,signal_close,300.0,200.0,fixed_rr,2.0,306,88,218,28.76,-12600.0,-41.18,0.807,-14100.0,1.41,88,218
4h,signal_close,300.0,600.0,fixed_rr,1.5,207,66,141,31.88,-12600.0,-60.87,0.702,-12750.0,1.22,66,141
4h,signal_close,800.0,600.0,fixed_rr,3.0,197,45,152,22.84,-13195.0,-66.98,0.891,-30400.0,5.16,45,151
4h,next_open,800.0,600.0,fixed_rr,3.0,197,45,152,22.84,-13195.0,-66.98,0.891,-30400.0,4.17,45,151
