entry_time,exit_time,entry,exit,stop_loss,take_profit,pnl,bars,reason
2024-07-09 20:00:00+00:00,2024-07-10 00:00:00+00:00,57861.5,57577.69277628786,58461.5,57577.69277628786,283.8072237121378,4,take_profit
2024-07-14 07:00:00+00:00,2024-07-14 12:00:00+00:00,59874.0,59748.99653525528,60474.0,59748.99653525528,125.00346474471735,5,take_profit
2024-07-15 00:00:00+00:00,2024-07-15 01:00:00+00:00,60782.0,61382.0,61382.0,60501.643567688596,-600.0,1,stop_loss
2024-07-15 16:00:00+00:00,2024-07-15 17:00:00+00:00,63011.5,63611.5,63611.5,62707.21440273264,-600.0,1,stop_loss
2024-07-15 20:00:00+00:00,2024-07-15 22:00:00+00:00,63320.0,63920.0,63920.0,63162.638714740766,-600.0,2,stop_loss
2024-07-16 21:00:00+00:00,2024-07-16 22:00:00+00:00,64658.5,64187.48010628062,65258.5,64187.48010628062,471.01989371937816,1,take_profit
2024-07-22 22:00:00+00:00,2024-07-22 23:00:00+00:00,67854.5,67345.9851834703,68454.5,67345.9851834703,508.5148165296996,1,take_profit
2024-08-02 01:00:00+00:00,2024-08-02 02:00:00+00:00,64877.0,64186.30413069912,65477.0,64186.30413069912,690.6958693008783,1,take_profit
2024-08-05 17:00:00+00:00,2024-08-05 17:00:00+00:00,54036.5,54636.5,54636.5,52544.67648418946,-600.0,0,stop_loss
2024-08-06 05:00:00+00:00,2024-08-06 07:00:00+00:00,55487.0,56087.0,56087.0,55103.4522163537,-600.0,2,stop_loss
2024-08-06 21:00:00+00:00,2024-08-06 22:00:00+00:00,56501.5,55962.63294289009,57101.5,55962.63294289009,538.8670571099065,1,take_profit
2024-08-07 03:00:00+00:00,2024-08-07 08:00:00+00:00,56752.5,57352.5,57352.5,56538.19398990321,-600.0,5,stop_loss
2024-08-08 05:00:00+00:00,2024-08-08 07:00:00+00:00,56766.0,57366.0,57366.0,56475.61181976783,-600.0,2,stop_loss
2024-08-09 01:00:00+00:00,2024-08-09 05:00:00+00:00,61221.5,60613.76231835503,61821.5,60613.76231835503,607.7376816449687,4,take_profit
2024-08-12 17:00:00+00:00,2024-08-12 18:00:00+00:00,59596.0,58764.097960715735,60196.0,58764.097960715735,831.9020392842649,1,take_profit
