entry_time,exit_time,entry,exit,stop_loss,take_profit,pnl,bars,reason
2026-01-08 20:00:00+00:00,2026-01-09 07:00:00+00:00,90900.5,90847.77356737679,91900.5,90847.77356737679,52.72643262321071,11,take_profit
2026-01-12 07:00:00+00:00,2026-01-12 07:00:00+00:00,91799.0,91425.83896331607,92799.0,91425.83896331607,373.16103668393043,0,take_profit
2026-01-12 18:00:00+00:00,2026-01-12 21:00:00+00:00,91479.5,91069.57113705372,92479.5,91069.57113705372,409.9288629462826,3,take_profit
2026-01-13 08:00:00+00:00,2026-01-13 14:00:00+00:00,91917.0,91784.94736398637,92917.0,91784.94736398637,132.05263601362822,6,take_profit
2026-01-14 05:00:00+00:00,2026-01-14 06:00:00+00:00,95202.5,94723.39587959564,96202.5,94723.39587959564,479.1041204043577,1,take_profit
2026-01-14 19:00:00+00:00,2026-01-14 20:00:00+00:00,96770.5,97770.5,97770.5,96270.7830317755,-1000.0,1,stop_loss
2026-01-14 23:00:00+00:00,2026-01-15 00:00:00+00:00,96852.0,96581.23747283843,97852.0,96581.23747283843,270.76252716156887,1,take_profit
2026-01-15 11:00:00+00:00,2026-01-15 14:00:00+00:00,96772.5,96253.53789720128,97772.5,96253.53789720128,518.9621027987159,3,take_profit
2026-01-17 01:00:00+00:00,2026-01-17 02:00:00+00:00,95421.0,95180.2803821069,96421.0,95180.2803821069,240.71961789310444,1,take_profit
2026-01-19 10:00:00+00:00,2026-01-19 13:00:00+00:00,93009.5,92823.57819373556,94009.5,92823.57819373556,185.92180626443587,3,take_profit
2026-01-19 18:00:00+00:00,2026-01-19 22:00:00+00:00,93204.0,92855.08491638856,94204.0,92855.08491638856,348.91508361144224,4,take_profit
2026-01-21 07:00:00+00:00,2026-01-21 07:00:00+00:00,89626.5,89128.97888245506,90626.5,89128.97888245506,497.5211175449367,0,take_profit
2026-01-21 23:00:00+00:00,2026-01-22 13:00:00+00:00,89738.5,89729.28375186725,90738.5,89729.28375186725,9.216248132754117,14,take_profit
2026-01-23 03:00:00+00:00,2026-01-23 05:00:00+00:00,89619.5,89495.06923510559,90619.5,89495.06923510559,124.43076489440864,2,take_profit
2026-01-23 20:00:00+00:00,2026-01-23 20:00:00+00:00,89947.5,89437.27454287445,90947.5,89437.27454287445,510.2254571255471,0,take_profit
2026-01-24 06:00:00+00:00,2026-01-24 07:00:00+00:00,89752.5,89568.45115438831,90752.5,89568.45115438831,184.04884561168728,1,take_profit
2026-01-26 20:00:00+00:00,2026-01-27 04:00:00+00:00,87974.0,88974.0,88974.0,88214.97093147828,-1000.0,8,stop_loss
2026-01-28 03:00:00+00:00,2026-01-28 04:00:00+00:00,89248.0,88836.9404327564,90248.0,88836.9404327564,411.05956724360294,1,take_profit
2026-01-28 08:00:00+00:00,2026-01-28 08:00:00+00:00,89115.0,88911.19859458134,90115.0,88911.19859458134,203.80140541866422,0,take_profit
2026-01-28 11:00:00+00:00,2026-01-28 13:00:00+00:00,89376.5,90376.5,90376.5,89367.30504799621,-1000.0,2,stop_loss
2026-01-28 15:00:00+00:00,2026-01-28 15:00:00+00:00,89586.5,89262.61663397303,90586.5,89262.61663397303,323.8833660269738,0,take_profit
2026-01-28 19:00:00+00:00,2026-01-28 19:00:00+00:00,89500.0,89200.14975433155,90500.0,89200.14975433155,299.85024566845095,0,take_profit
2026-01-30 21:00:00+00:00,2026-01-31 06:00:00+00:00,83911.0,83747.49323127254,84911.0,83747.49323127254,163.5067687274568,9,take_profit
2026-02-02 15:00:00+00:00,2026-02-02 15:00:00+00:00,77795.0,78795.0,78795.0,77242.15191535855,-1000.0,0,stop_loss
2026-02-02 17:00:00+00:00,2026-02-02 20:00:00+00:00,78588.5,77942.22117633544,79588.5,77942.22117633544,646.2788236645574,3,take_profit
2026-02-06 03:00:00+00:00,2026-02-06 05:00:00+00:00,64962.5,65962.5,65962.5,63886.42543387964,-1000.0,2,stop_loss
